"data","boletim","municipio_residencia","caso_confirmado","caso_descartado","caso_suspeito","mortes","latitude","longitude"
"29/03/2020",31,"Rio Bananal",0,2,2,0,-19.2719,-40.3366
"29/03/2020",31,"Rio Novo do Sul",0,1,1,0,-20.8556,-40.9388
"29/03/2020",31,"Santa Maria de Jetibá",0,5,1,0,-20.0253,-40.7439
"29/03/2020",31,"Santa Teresa",1,1,0,0,-19.9363,-40.5979
"29/03/2020",31,"São Gabriel da Palha",0,1,0,0,-19.0182,-40.5365
"29/03/2020",31,"São Mateus",1,8,5,0,-18.7214,-39.8579
"29/03/2020",31,"São Roque do Canaã",1,0,1,0,-19.7411,-40.6526
"29/03/2020",31,"Serra",9,63,266,0,-20.121,-40.3074
"29/03/2020",31,"Vargem Alta",0,1,1,0,-20.669,-41.0179
"29/03/2020",31,"Venda Nova do Imigrante",0,3,1,0,-20.327,-41.1355
"29/03/2020",31,"Viana",0,7,38,0,-20.3825,-40.4933
"29/03/2020",31,"Viana",0,7,38,0,-3.20451,-44.9912
"29/03/2020",31,"Vila Pavão",0,1,0,0,-18.6091,-40.609
"29/03/2020",31,"Vila Velha",28,163,225,0,-20.3417,-40.2875
"29/03/2020",31,"Vitória",21,133,117,0,-20.3155,-40.3128
"29/03/2020",31,"São José do Calçado",0,0,1,0,-21.0274,-41.6636
"29/03/2020",31,"Governador Lindenberg",0,0,1,0,-19.1864,-40.4473
"30/03/2020",32,"Afonso Cláudio",0,1,0,0,-20.0778,-41.1261
"30/03/2020",32,"Água Doce do Norte",0,1,2,0,-18.5482,-40.9854
"30/03/2020",32,"Alegre",0,2,1,0,-20.758,-41.5382
"30/03/2020",32,"Alfredo Chaves",0,4,2,0,-20.6396,-40.7543
"30/03/2020",32,"Anchieta",0,1,5,0,-26.5382,-53.3319
"30/03/2020",32,"Anchieta",0,1,5,0,-20.7955,-40.6425
"30/03/2020",32,"Apiacá",0,0,18,0,-21.1523,-41.5693
"30/03/2020",32,"Aracruz",0,7,6,0,-19.82,-40.2764
"30/03/2020",32,"Barra de São Francisco",0,3,2,0,-18.7548,-40.8965
"30/03/2020",32,"Boa Esperança",0,1,0,0,-24.2467,-52.7876
"30/03/2020",32,"Boa Esperança",0,1,0,0,-21.0927,-45.5612
"30/03/2020",32,"Boa Esperança",0,1,0,0,-18.5395,-40.3025
"30/03/2020",32,"Bom Jesus do Norte",0,0,11,0,-21.1173,-41.6731
"30/03/2020",32,"Cachoeiro de Itapemirim",1,17,22,0,-20.8462,-41.1198
"30/03/2020",32,"Cariacica",3,51,98,0,-20.2632,-40.4165
"30/03/2020",32,"Castelo",1,4,7,0,-20.6033,-41.2031
"30/03/2020",32,"Colatina",0,11,13,0,-19.5493,-40.6269
"30/03/2020",32,"Divino de São Lourenço",0,1,0,0,-20.6229,-41.6937
"30/03/2020",32,"Domingos Martins",0,5,6,0,-20.3603,-40.6594
"30/03/2020",32,"Dores do Rio Preto",0,1,0,0,-20.6931,-41.8405
"30/03/2020",32,"Ecoporanga",0,0,1,0,-18.3702,-40.836
"30/03/2020",32,"Fundão",0,0,16,0,-19.937,-40.4078
"30/03/2020",32,"Guaçuí",0,4,1,0,-20.7668,-41.6734
"30/03/2020",32,"Guarapari",1,15,7,0,-20.6772,-40.5093
"30/03/2020",32,"Ibiraçu",0,0,1,0,-19.8366,-40.3732
"30/03/2020",32,"Iconha",0,1,5,0,-20.7913,-40.8132
"30/03/2020",32,"Itaguaçu",0,1,0,0,-19.8018,-40.8601
"30/03/2020",32,"Itapemirim",1,2,1,0,-21.0095,-40.8307
"30/03/2020",32,"Itarana",0,1,1,0,-19.875,-40.8753
"30/03/2020",32,"Jaguaré",0,2,1,0,-18.907,-40.0759
"30/03/2020",32,"Jerônimo Monteiro",0,1,1,0,-20.7994,-41.3948
"30/03/2020",32,"João Neiva",0,0,3,0,-19.7577,-40.386
"30/03/2020",32,"Laranja da Terra",0,1,0,0,-19.8994,-41.0621
"30/03/2020",32,"Linhares",4,51,95,0,-19.3946,-40.0643
"30/03/2020",32,"Mantenópolis",0,0,1,0,-18.8594,-41.124
"30/03/2020",32,"Marataízes",0,3,2,0,-21.0398,-40.8384
"30/03/2020",32,"Marechal Floriano",0,0,3,0,-20.4159,-40.67
"30/03/2020",32,"Marilândia",0,0,5,0,-19.4114,-40.5456
"30/03/2020",32,"Mimoso do Sul",0,1,5,0,-21.0628,-41.3615
"30/03/2020",32,"Montanha",0,0,4,0,-18.1303,-40.3668
"30/03/2020",32,"Muniz Freire",0,2,0,0,-20.4652,-41.4156
"30/03/2020",32,"Muqui",0,0,1,0,-20.9509,-41.346
"30/03/2020",32,"Pancas",0,1,2,0,-19.2229,-40.8534
"30/03/2020",32,"Pedro Canário",0,1,2,0,-18.3004,-39.9574
"30/03/2020",32,"Pinheiros",0,2,7,0,-18.4141,-40.2171
"30/03/2020",32,"Piúma",0,3,11,0,-20.8334,-40.7268
"30/03/2020",32,"Ponto Belo",0,1,0,0,-18.1253,-40.5458
"30/03/2020",32,"Rio Bananal",0,2,2,0,-19.2719,-40.3366
"30/03/2020",32,"Rio Novo do Sul",0,1,1,0,-20.8556,-40.9388
"30/03/2020",32,"Santa Maria de Jetibá",0,5,1,0,-20.0253,-40.7439
"30/03/2020",32,"Santa Teresa",1,1,0,0,-19.9363,-40.5979
"30/03/2020",32,"São Gabriel da Palha",0,1,0,0,-19.0182,-40.5365
"30/03/2020",32,"São Mateus",1,8,6,0,-18.7214,-39.8579
"30/03/2020",32,"São Roque do Canaã",1,0,1,0,-19.7411,-40.6526
"30/03/2020",32,"Serra",13,66,275,0,-20.121,-40.3074
"30/03/2020",32,"Vargem Alta",0,1,1,0,-20.669,-41.0179
"30/03/2020",32,"Venda Nova do Imigrante",0,3,2,0,-20.327,-41.1355
"30/03/2020",32,"Viana",0,7,39,0,-20.3825,-40.4933
"30/03/2020",32,"Viana",0,7,39,0,-3.20451,-44.9912
"30/03/2020",32,"Vila Pavão",0,1,0,0,-18.6091,-40.609
"30/03/2020",32,"Vila Velha",31,167,226,0,-20.3417,-40.2875
"30/03/2020",32,"Vitória",26,139,118,0,-20.3155,-40.3128
"30/03/2020",32,"Nova Venécia",0,4,2,0,-18.715,-40.4053
"30/03/2020",32,"São José do Calçado",0,0,1,0,-21.0274,-41.6636
"30/03/2020",32,"Governador Lindenberg",0,0,1,0,-19.1864,-40.4473
"19/03/2020",21,"Aracruz",0,4,0,0,-19.82,-40.2764
"19/03/2020",21,"Colatina",0,2,9,0,-19.5493,-40.6269
"19/03/2020",21,"Ibiraçu",0,0,1,0,-19.8366,-40.3732
"19/03/2020",21,"João Neiva",0,0,1,0,-19.7577,-40.386
"19/03/2020",21,"Linhares",1,8,36,0,-19.3946,-40.0643
"19/03/2020",21,"Rio Bananal",0,0,1,0,-19.2719,-40.3366
"19/03/2020",21,"São Domingos do Norte",0,0,1,0,-19.1452,-40.6281
"19/03/2020",21,"São Gabriel da Palha",0,0,1,0,-19.0182,-40.5365
"19/03/2020",21,"Cariacica",0,14,61,0,-20.2632,-40.4165
"19/03/2020",21,"Domingos Martins",0,0,4,0,-20.3603,-40.6594
"19/03/2020",21,"Guarapari",0,3,5,0,-20.6772,-40.5093
"19/03/2020",21,"Laranja da Terra",0,0,1,0,-19.8994,-41.0621
"19/03/2020",21,"Marechal Floriano",0,0,3,0,-20.4159,-40.67
"19/03/2020",21,"Santa Maria de Jetibá",0,1,3,0,-20.0253,-40.7439
"19/03/2020",21,"Santa Teresa",0,0,2,0,-19.9363,-40.5979
"19/03/2020",21,"Serra",0,16,80,0,-20.121,-40.3074
"19/03/2020",21,"Venda Nova do Imigrante",0,1,1,0,-20.327,-41.1355
"19/03/2020",21,"Viana",0,1,7,0,-20.3825,-40.4933
"19/03/2020",21,"Viana",0,1,7,0,-3.20451,-44.9912
"19/03/2020",21,"Vila Velha",7,45,169,0,-20.3417,-40.2875
"19/03/2020",21,"Vitória",5,42,69,0,-20.3155,-40.3128
"19/03/2020",21,"Água Doce do Norte",0,1,0,0,-18.5482,-40.9854
"19/03/2020",21,"Barra de São Francisco",0,0,2,0,-18.7548,-40.8965
"19/03/2020",21,"Nova Venécia",0,1,4,0,-18.715,-40.4053
"19/03/2020",21,"São Mateus",0,2,3,0,-18.7214,-39.8579
"19/03/2020",21,"Cachoeiro de Itapemirim",0,5,11,0,-20.8462,-41.1198
"19/03/2020",21,"Anchieta",0,0,1,0,-26.5382,-53.3319
"19/03/2020",21,"Anchieta",0,0,1,0,-20.7955,-40.6425
"19/03/2020",21,"Dores do Rio Preto",0,0,1,0,-20.6931,-41.8405
"19/03/2020",21,"Castelo",0,0,1,0,-20.6033,-41.2031
"19/03/2020",21,"Itapemirim",0,0,1,0,-21.0095,-40.8307
"19/03/2020",21,"Marataízes",0,0,2,0,-21.0398,-40.8384
"19/03/2020",21,"Piúma",0,1,3,0,-20.8334,-40.7268
"19/03/2020",21,"Presidente Kennedy",0,0,1,0,-8.5406,-48.5062
"19/03/2020",21,"Presidente Kennedy",0,0,1,0,-21.0964,-41.0468
"19/03/2020",21,"Iconha",0,0,2,0,-20.7913,-40.8132
"19/03/2020",21,"Alegre",0,1,1,0,-20.758,-41.5382
"20/03/2020",22,"Aracruz",0,4,0,0,-19.82,-40.2764
"20/03/2020",22,"Colatina",0,2,11,0,-19.5493,-40.6269
"20/03/2020",22,"Ibiraçu",0,0,1,0,-19.8366,-40.3732
"20/03/2020",22,"João Neiva",0,0,1,0,-19.7577,-40.386
"20/03/2020",22,"Linhares",1,8,36,0,-19.3946,-40.0643
"20/03/2020",22,"Rio Bananal",0,0,1,0,-19.2719,-40.3366
"20/03/2020",22,"São Domingos do Norte",0,0,1,0,-19.1452,-40.6281
"20/03/2020",22,"São Gabriel da Palha",0,0,1,0,-19.0182,-40.5365
"20/03/2020",22,"Afonso Cláudio",0,0,1,0,-20.0778,-41.1261
"20/03/2020",22,"Cariacica",1,15,49,0,-20.2632,-40.4165
"20/03/2020",22,"Domingos Martins",0,0,4,0,-20.3603,-40.6594
"20/03/2020",22,"Fundão",0,0,1,0,-19.937,-40.4078
"20/03/2020",22,"Guarapari",0,3,5,0,-20.6772,-40.5093
"20/03/2020",22,"Itarana",0,0,1,0,-19.875,-40.8753
"20/03/2020",22,"Laranja da Terra",0,1,0,0,-19.8994,-41.0621
"20/03/2020",22,"Santa Maria de Jetibá",0,1,2,0,-20.0253,-40.7439
"20/03/2020",22,"Santa Teresa",0,1,2,0,-19.9363,-40.5979
"20/03/2020",22,"Serra",0,16,73,0,-20.121,-40.3074
"20/03/2020",22,"Venda Nova do Imigrante",0,1,2,0,-20.327,-41.1355
"20/03/2020",22,"Viana",0,1,7,0,-20.3825,-40.4933
"20/03/2020",22,"Viana",0,1,7,0,-3.20451,-44.9912
"20/03/2020",22,"Vila Velha",7,45,163,0,-20.3417,-40.2875
"20/03/2020",22,"Vitória",6,43,89,0,-20.3155,-40.3128
"20/03/2020",22,"Água Doce do Norte",0,1,0,0,-18.5482,-40.9854
"20/03/2020",22,"Barra de São Francisco",0,0,4,0,-18.7548,-40.8965
"20/03/2020",22,"Ecoporanga",0,0,1,0,-18.3702,-40.836
"20/03/2020",22,"Nova Venécia",0,1,5,0,-18.715,-40.4053
"20/03/2020",22,"São Mateus",0,2,3,0,-18.7214,-39.8579
"20/03/2020",22,"Anchieta",0,0,2,0,-26.5382,-53.3319
"20/03/2020",22,"Anchieta",0,0,2,0,-20.7955,-40.6425
"20/03/2020",22,"Cachoeiro de Itapemirim",1,5,8,0,-20.8462,-41.1198
"20/03/2020",22,"Castelo",0,0,1,0,-20.6033,-41.2031
"20/03/2020",22,"Dores do Rio Preto",0,0,1,0,-20.6931,-41.8405
"20/03/2020",22,"Itapemirim",0,0,1,0,-21.0095,-40.8307
"20/03/2020",22,"Marataízes",0,1,1,0,-21.0398,-40.8384
"20/03/2020",22,"Piúma",0,1,3,0,-20.8334,-40.7268
"20/03/2020",22,"Presidente Kennedy",0,0,1,0,-8.5406,-48.5062
"20/03/2020",22,"Presidente Kennedy",0,0,1,0,-21.0964,-41.0468
"20/03/2020",22,"Iconha",0,0,3,0,-20.7913,-40.8132
"20/03/2020",22,"Alegre",0,1,1,0,-20.758,-41.5382
"21/03/2020",23,"Aracruz",0,4,0,0,-19.82,-40.2764
"21/03/2020",23,"Colatina",0,3,12,0,-19.5493,-40.6269
"21/03/2020",23,"Ibiraçu",0,0,1,0,-19.8366,-40.3732
"21/03/2020",23,"João Neiva",0,0,1,0,-19.7577,-40.386
"21/03/2020",23,"Linhares",2,20,29,0,-19.3946,-40.0643
"21/03/2020",23,"Marilândia",0,0,2,0,-19.4114,-40.5456
"21/03/2020",23,"Rio Bananal",0,0,2,0,-19.2719,-40.3366
"21/03/2020",23,"São Domingos do Norte",0,0,1,0,-19.1452,-40.6281
"21/03/2020",23,"São Gabriel da Palha",0,0,1,0,-19.0182,-40.5365
"21/03/2020",23,"Afonso Cláudio",0,0,1,0,-20.0778,-41.1261
"21/03/2020",23,"Cariacica",1,18,62,0,-20.2632,-40.4165
"21/03/2020",23,"Domingos Martins",0,1,3,0,-20.3603,-40.6594
"21/03/2020",23,"Fundão",0,0,1,0,-19.937,-40.4078
"21/03/2020",23,"Guarapari",0,4,7,0,-20.6772,-40.5093
"21/03/2020",23,"Itarana",0,0,1,0,-19.875,-40.8753
"21/03/2020",23,"Laranja da Terra",0,1,0,0,-19.8994,-41.0621
"21/03/2020",23,"Santa Maria de Jetibá",0,2,4,0,-20.0253,-40.7439
"21/03/2020",23,"Santa Teresa",0,1,3,0,-19.9363,-40.5979
"21/03/2020",23,"Serra",0,27,99,0,-20.121,-40.3074
"21/03/2020",23,"Venda Nova do Imigrante",0,1,2,0,-20.327,-41.1355
"21/03/2020",23,"Viana",0,3,9,0,-20.3825,-40.4933
"21/03/2020",23,"Viana",0,3,9,0,-3.20451,-44.9912
"21/03/2020",23,"Vila Velha",11,69,197,0,-20.3417,-40.2875
"21/03/2020",23,"Vitória",11,58,98,0,-20.3155,-40.3128
"21/03/2020",23,"Água Doce do Norte",0,1,0,0,-18.5482,-40.9854
"21/03/2020",23,"Barra de São Francisco",0,1,4,0,-18.7548,-40.8965
"21/03/2020",23,"Bom Jesus do Norte",0,0,2,0,-21.1173,-41.6731
"21/03/2020",23,"Montanha",0,0,1,0,-18.1303,-40.3668
"21/03/2020",23,"Ecoporanga",0,0,1,0,-18.3702,-40.836
"21/03/2020",23,"Nova Venécia",0,2,4,0,-18.715,-40.4053
"21/03/2020",23,"São Mateus",0,3,3,0,-18.7214,-39.8579
"21/03/2020",23,"Anchieta",0,0,3,0,-26.5382,-53.3319
"21/03/2020",23,"Anchieta",0,0,3,0,-20.7955,-40.6425
"21/03/2020",23,"Cachoeiro de Itapemirim",1,8,7,0,-20.8462,-41.1198
"21/03/2020",23,"Apiacá",0,0,2,0,-21.1523,-41.5693
"21/03/2020",23,"Castelo",0,0,3,0,-20.6033,-41.2031
"21/03/2020",23,"Dores do Rio Preto",0,0,1,0,-20.6931,-41.8405
"21/03/2020",23,"Itapemirim",0,0,1,0,-21.0095,-40.8307
"21/03/2020",23,"Marataízes",0,2,0,0,-21.0398,-40.8384
"21/03/2020",23,"Mimoso do Sul",0,0,1,0,-21.0628,-41.3615
"21/03/2020",23,"Piúma",0,1,5,0,-20.8334,-40.7268
"21/03/2020",23,"Presidente Kennedy",0,0,2,0,-8.5406,-48.5062
"21/03/2020",23,"Presidente Kennedy",0,0,2,0,-21.0964,-41.0468
"21/03/2020",23,"Iconha",0,0,3,0,-20.7913,-40.8132
"21/03/2020",23,"Alegre",0,2,0,0,-20.758,-41.5382
